Product Name,Sentiment,Customer Review,Category,Abstractive Summary
Smart LED Bulb RGB,Negative,"kabel tidak berfungsi, lambat merespon, kualitas bahan buruk, tidak menyala, warna tidak sesuai || cepat panas, kabel tidak berfungsi, tidak sesuai deskripsi, tidak menyala, lambat merespon || tombol tidak responsif, lambat merespon, tidak direkomendasikan, mudah rusak, kabel tidak berfungsi",Electronics,"Smart LED Bulb RGB mengalami beberapa kendala seperti kabel tidak berfungsi, lambat merespon, kualitas bahan buruk, tidak menyala, dan warna tidak sesuai. Hal ini membuat produk kurang direkomendasikan untuk pemakaian jangka panjang."
USB Hub 4 Port 3.0,Positive,"angin kencang, kualitas sesuai harga, sangat direkomendasikan, mudah digunakan, respon cepat, fungsi berjalan dengan baik || baterai tahan lama, desain lucu, angin kencang, ringan dibawa, kualitas sesuai harga, sangat direkomendasikan || pengiriman cepat, desain lucu, kualitas sesuai harga, fungsi berjalan dengan baik, mudah digunakan || fungsi berjalan dengan baik, kualitas sesuai harga, angin kencang, mudah digunakan, ringan dibawa, sangat direkomendasikan",Computers and Laptops,"USB Hub 4 Port 3.0 memiliki fitur seperti angin kencang, kualitas sesuai harga, sangat direkomendasikan, mudah digunakan, dan respon cepat. Produk ini cocok digunakan untuk kebutuhan harian dan memberikan pengalaman yang memuaskan."
Laptop Cooling Pad RGB,Negative,"mudah rusak, kabel tidak berfungsi, warna tidak sesuai, tidak menyala, cepat panas, tidak sesuai deskripsi || tombol tidak responsif, cepat panas, barang rusak saat datang, tidak direkomendasikan, tidak sesuai deskripsi, lambat merespon || warna tidak sesuai, tidak sesuai deskripsi, tidak menyala, barang rusak saat datang, kabel tidak berfungsi, lambat merespon || tidak direkomendasikan, tidak sesuai deskripsi, baterai bocor, mudah rusak, kualitas bahan buruk, tidak menyala",Gaming,"Laptop Cooling Pad RGB mengalami beberapa kendala seperti mudah rusak, kabel tidak berfungsi, warna tidak sesuai, tidak menyala, dan cepat panas. Hal ini membuat produk kurang direkomendasikan untuk pemakaian jangka panjang."
Portable Coffee Grinder,Negative,"baterai bocor, kabel tidak berfungsi, mudah rusak, cepat panas || baterai bocor, tidak menyala, cepat panas || barang rusak saat datang, tombol tidak responsif, baterai bocor, kabel tidak berfungsi, kualitas bahan buruk, mudah rusak",Kitchen,"Portable Coffee Grinder mengalami beberapa kendala seperti baterai bocor, kabel tidak berfungsi, mudah rusak, cepat panas, dan tidak menyala. Hal ini membuat produk kurang direkomendasikan untuk pemakaian jangka panjang."
RGB Gaming Mousepad,Positive,"baterai tahan lama, fungsi berjalan dengan baik, kualitas sesuai harga, ringan dibawa, mudah digunakan || fungsi berjalan dengan baik, kualitas sesuai harga, angin kencang, sangat direkomendasikan, respon cepat, pengiriman cepat || baterai tahan lama, kualitas sesuai harga, sangat direkomendasikan || desain lucu, pengiriman cepat, fungsi berjalan dengan baik || kualitas sesuai harga, bahan kokoh, pengiriman cepat",Gaming,"RGB Gaming Mousepad memiliki fitur seperti baterai tahan lama, fungsi berjalan dengan baik, kualitas sesuai harga, ringan dibawa, dan mudah digunakan. Produk ini cocok digunakan untuk kebutuhan harian dan memberikan pengalaman yang memuaskan."
Magnetic Wireless Charger,Positive,"desain lucu, mudah digunakan, warna sesuai foto, pengiriman cepat, fungsi berjalan dengan baik || kualitas sesuai harga, mudah digunakan, angin kencang, warna sesuai foto, desain lucu, fungsi berjalan dengan baik || angin kencang, desain lucu, bahan kokoh, pengiriman cepat, respon cepat, baterai tahan lama || respon cepat, angin kencang, desain lucu, kualitas sesuai harga, baterai tahan lama, sangat direkomendasikan || ringan dibawa, bahan kokoh, mudah digunakan, baterai tahan lama, respon cepat",Phones and Tablets,"Magnetic Wireless Charger memiliki fitur seperti desain lucu, mudah digunakan, warna sesuai foto, pengiriman cepat, dan fungsi berjalan dengan baik. Produk ini cocok digunakan untuk kebutuhan harian dan memberikan pengalaman yang memuaskan."
Bluetooth Headset V5.0,Positive,"warna sesuai foto, sangat direkomendasikan, fungsi berjalan dengan baik, kualitas sesuai harga || angin kencang, sangat direkomendasikan, desain lucu, baterai tahan lama, fungsi berjalan dengan baik, bahan kokoh || angin kencang, mudah digunakan, ringan dibawa, pengiriman cepat || respon cepat, mudah digunakan, pengiriman cepat",Phones and Tablets,"Bluetooth Headset V5.0 memiliki fitur seperti warna sesuai foto, sangat direkomendasikan, fungsi berjalan dengan baik, kualitas sesuai harga, dan angin kencang. Produk ini cocok digunakan untuk kebutuhan harian dan memberikan pengalaman yang memuaskan."
RGB Gaming Mousepad,Positive,"bahan kokoh, baterai tahan lama, fungsi berjalan dengan baik, desain lucu, kualitas sesuai harga, sangat direkomendasikan || bahan kokoh, ringan dibawa, respon cepat, sangat direkomendasikan, fungsi berjalan dengan baik, pengiriman cepat || desain lucu, baterai tahan lama, warna sesuai foto, mudah digunakan || pengiriman cepat, fungsi berjalan dengan baik, baterai tahan lama, ringan dibawa",Gaming,"RGB Gaming Mousepad memiliki fitur seperti bahan kokoh, baterai tahan lama, fungsi berjalan dengan baik, desain lucu, dan kualitas sesuai harga. Produk ini cocok digunakan untuk kebutuhan harian dan memberikan pengalaman yang memuaskan."
Wireless Mouse Rechargeable,Negative,"mudah rusak, baterai bocor, tidak sesuai deskripsi, tidak direkomendasikan || tidak direkomendasikan, lambat merespon, tidak sesuai deskripsi, kabel tidak berfungsi || kabel tidak berfungsi, cepat panas, kualitas bahan buruk, lambat merespon || tidak direkomendasikan, kabel tidak berfungsi, tidak sesuai deskripsi, cepat panas || tidak direkomendasikan, kabel tidak berfungsi, mudah rusak, tombol tidak responsif, lambat merespon, baterai bocor",Computers and Laptops,"Wireless Mouse Rechargeable mengalami beberapa kendala seperti mudah rusak, baterai bocor, tidak sesuai deskripsi, tidak direkomendasikan, dan lambat merespon. Hal ini membuat produk kurang direkomendasikan untuk pemakaian jangka panjang."
RGB Gaming Mousepad,Negative,"tidak menyala, tidak sesuai deskripsi, warna tidak sesuai, tidak direkomendasikan, baterai bocor || barang rusak saat datang, kabel tidak berfungsi, warna tidak sesuai || lambat merespon, warna tidak sesuai, tombol tidak responsif",Gaming,"RGB Gaming Mousepad mengalami beberapa kendala seperti tidak menyala, tidak sesuai deskripsi, warna tidak sesuai, tidak direkomendasikan, dan baterai bocor. Hal ini membuat produk kurang direkomendasikan untuk pemakaian jangka panjang."
RGB Gaming Mousepad,Positive,"mudah digunakan, kualitas sesuai harga, pengiriman cepat || angin kencang, pengiriman cepat, warna sesuai foto, mudah digunakan, ringan dibawa, respon cepat || sangat direkomendasikan, ringan dibawa, respon cepat, bahan kokoh, fungsi berjalan dengan baik || baterai tahan lama, warna sesuai foto, desain lucu, respon cepat, angin kencang || desain lucu, angin kencang, warna sesuai foto, mudah digunakan, ringan dibawa, bahan kokoh",Gaming,"RGB Gaming Mousepad memiliki fitur seperti mudah digunakan, kualitas sesuai harga, pengiriman cepat, angin kencang, dan warna sesuai foto. Produk ini cocok digunakan untuk kebutuhan harian dan memberikan pengalaman yang memuaskan."
Digital Thermometer Infrared,Positive,"baterai tahan lama, angin kencang, fungsi berjalan dengan baik, ringan dibawa, respon cepat || mudah digunakan, respon cepat, warna sesuai foto, pengiriman cepat, bahan kokoh, desain lucu || ringan dibawa, angin kencang, mudah digunakan",Electronics,"Digital Thermometer Infrared memiliki fitur seperti baterai tahan lama, angin kencang, fungsi berjalan dengan baik, ringan dibawa, dan respon cepat. Produk ini cocok digunakan untuk kebutuhan harian dan memberikan pengalaman yang memuaskan."
Digital Thermometer Infrared,Negative,"kabel tidak berfungsi, baterai bocor, barang rusak saat datang, warna tidak sesuai || cepat panas, kabel tidak berfungsi, barang rusak saat datang || tidak sesuai deskripsi, tombol tidak responsif, lambat merespon, kualitas bahan buruk, warna tidak sesuai, kabel tidak berfungsi || tidak sesuai deskripsi, tidak direkomendasikan, tombol tidak responsif || barang rusak saat datang, tidak direkomendasikan, warna tidak sesuai",Electronics,"Digital Thermometer Infrared mengalami beberapa kendala seperti kabel tidak berfungsi, baterai bocor, barang rusak saat datang, warna tidak sesuai, dan cepat panas. Hal ini membuat produk kurang direkomendasikan untuk pemakaian jangka panjang."
Smart Rice Cooker 3L,Negative,"mudah rusak, tidak sesuai deskripsi, baterai bocor || tombol tidak responsif, tidak menyala, tidak direkomendasikan, warna tidak sesuai, barang rusak saat datang || lambat merespon, warna tidak sesuai, mudah rusak, baterai bocor, tidak sesuai deskripsi || barang rusak saat datang, tombol tidak responsif, baterai bocor, kabel tidak berfungsi, warna tidak sesuai || lambat merespon, kualitas bahan buruk, barang rusak saat datang, tidak menyala, tombol tidak responsif",Kitchen,"Smart Rice Cooker 3L mengalami beberapa kendala seperti mudah rusak, tidak sesuai deskripsi, baterai bocor, tombol tidak responsif, dan tidak menyala. Hal ini membuat produk kurang direkomendasikan untuk pemakaian jangka panjang."
Laptop Cooling Pad RGB,Positive,"bahan kokoh, desain lucu, angin kencang, fungsi berjalan dengan baik || ringan dibawa, warna sesuai foto, respon cepat, angin kencang, desain lucu, baterai tahan lama || ringan dibawa, pengiriman cepat, desain lucu, respon cepat, fungsi berjalan dengan baik",Gaming,"Laptop Cooling Pad RGB memiliki fitur seperti bahan kokoh, desain lucu, angin kencang, fungsi berjalan dengan baik, dan ringan dibawa. Produk ini cocok digunakan untuk kebutuhan harian dan memberikan pengalaman yang memuaskan."
Earbuds TWS V6,Positive,"sangat direkomendasikan, pengiriman cepat, bahan kokoh, mudah digunakan || fungsi berjalan dengan baik, angin kencang, pengiriman cepat, baterai tahan lama, kualitas sesuai harga, ringan dibawa || desain lucu, warna sesuai foto, kualitas sesuai harga, fungsi berjalan dengan baik, sangat direkomendasikan, bahan kokoh || baterai tahan lama, respon cepat, pengiriman cepat",Phones and Tablets,"Earbuds TWS V6 memiliki fitur seperti sangat direkomendasikan, pengiriman cepat, bahan kokoh, mudah digunakan, dan fungsi berjalan dengan baik. Produk ini cocok digunakan untuk kebutuhan harian dan memberikan pengalaman yang memuaskan."
RGB Gaming Mousepad,Negative,"kualitas bahan buruk, tidak sesuai deskripsi, tidak menyala, cepat panas, kabel tidak berfungsi || barang rusak saat datang, warna tidak sesuai, tombol tidak responsif, kualitas bahan buruk || barang rusak saat datang, mudah rusak, tidak sesuai deskripsi, lambat merespon, warna tidak sesuai || tidak menyala, kabel tidak berfungsi, cepat panas, mudah rusak, tombol tidak responsif",Gaming,"RGB Gaming Mousepad mengalami beberapa kendala seperti kualitas bahan buruk, tidak sesuai deskripsi, tidak menyala, cepat panas, dan kabel tidak berfungsi. Hal ini membuat produk kurang direkomendasikan untuk pemakaian jangka panjang."
Mechanical Keyboard RGB Backlit,Negative,"kualitas bahan buruk, barang rusak saat datang, kabel tidak berfungsi, tidak sesuai deskripsi, baterai bocor, warna tidak sesuai || baterai bocor, warna tidak sesuai, tombol tidak responsif || barang rusak saat datang, baterai bocor, warna tidak sesuai, lambat merespon, tidak sesuai deskripsi, kualitas bahan buruk || mudah rusak, tidak sesuai deskripsi, barang rusak saat datang, tombol tidak responsif, kualitas bahan buruk, cepat panas || tombol tidak responsif, kabel tidak berfungsi, lambat merespon, tidak menyala",Computers and Laptops,"Mechanical Keyboard RGB Backlit mengalami beberapa kendala seperti kualitas bahan buruk, barang rusak saat datang, kabel tidak berfungsi, tidak sesuai deskripsi, dan baterai bocor. Hal ini membuat produk kurang direkomendasikan untuk pemakaian jangka panjang."
Smart LED Bulb RGB,Negative,"lambat merespon, baterai bocor, warna tidak sesuai, tidak menyala || barang rusak saat datang, baterai bocor, tidak direkomendasikan, kualitas bahan buruk, cepat panas || mudah rusak, tidak direkomendasikan, tombol tidak responsif, warna tidak sesuai, baterai bocor, tidak menyala",Electronics,"Smart LED Bulb RGB mengalami beberapa kendala seperti lambat merespon, baterai bocor, warna tidak sesuai, tidak menyala, dan barang rusak saat datang. Hal ini membuat produk kurang direkomendasikan untuk pemakaian jangka panjang."
Smart Rice Cooker 3L,Negative,"tidak sesuai deskripsi, barang rusak saat datang, kabel tidak berfungsi, baterai bocor, cepat panas, lambat merespon || cepat panas, kualitas bahan buruk, tombol tidak responsif, barang rusak saat datang, mudah rusak || mudah rusak, tombol tidak responsif, warna tidak sesuai, lambat merespon, tidak menyala || tidak sesuai deskripsi, tombol tidak responsif, kualitas bahan buruk",Kitchen,"Smart Rice Cooker 3L mengalami beberapa kendala seperti tidak sesuai deskripsi, barang rusak saat datang, kabel tidak berfungsi, baterai bocor, dan cepat panas. Hal ini membuat produk kurang direkomendasikan untuk pemakaian jangka panjang."
Gaming Headset 7.1 Surround,Negative,"baterai bocor, tidak menyala, kabel tidak berfungsi || mudah rusak, kabel tidak berfungsi, baterai bocor, cepat panas, barang rusak saat datang || tidak menyala, cepat panas, lambat merespon, warna tidak sesuai || warna tidak sesuai, cepat panas, baterai bocor",Gaming,"Gaming Headset 7.1 Surround mengalami beberapa kendala seperti baterai bocor, tidak menyala, kabel tidak berfungsi, mudah rusak, dan cepat panas. Hal ini membuat produk kurang direkomendasikan untuk pemakaian jangka panjang."
Smart LED Bulb RGB,Negative,"baterai bocor, cepat panas, tidak sesuai deskripsi, tidak direkomendasikan || mudah rusak, warna tidak sesuai, kualitas bahan buruk || warna tidak sesuai, baterai bocor, cepat panas || tidak sesuai deskripsi, tombol tidak responsif, lambat merespon, kabel tidak berfungsi || kabel tidak berfungsi, cepat panas, warna tidak sesuai, tidak menyala, mudah rusak",Electronics,"Smart LED Bulb RGB mengalami beberapa kendala seperti baterai bocor, cepat panas, tidak sesuai deskripsi, tidak direkomendasikan, dan mudah rusak. Hal ini membuat produk kurang direkomendasikan untuk pemakaian jangka panjang."
Mini USB Desk Fan,Negative,"tidak menyala, lambat merespon, baterai bocor, mudah rusak || cepat panas, tidak menyala, tidak direkomendasikan, lambat merespon, tombol tidak responsif, mudah rusak || tidak sesuai deskripsi, tidak direkomendasikan, tidak menyala",Electronics,"Mini USB Desk Fan mengalami beberapa kendala seperti tidak menyala, lambat merespon, baterai bocor, mudah rusak, dan cepat panas. Hal ini membuat produk kurang direkomendasikan untuk pemakaian jangka panjang."
Laptop Cooling Pad RGB,Positive,"kualitas sesuai harga, sangat direkomendasikan, warna sesuai foto, fungsi berjalan dengan baik, desain lucu, bahan kokoh || baterai tahan lama, fungsi berjalan dengan baik, ringan dibawa, warna sesuai foto, mudah digunakan, bahan kokoh || warna sesuai foto, mudah digunakan, respon cepat || kualitas sesuai harga, mudah digunakan, respon cepat || pengiriman cepat, mudah digunakan, angin kencang, fungsi berjalan dengan baik",Gaming,"Laptop Cooling Pad RGB memiliki fitur seperti kualitas sesuai harga, sangat direkomendasikan, warna sesuai foto, fungsi berjalan dengan baik, dan desain lucu. Produk ini cocok digunakan untuk kebutuhan harian dan memberikan pengalaman yang memuaskan."
Smart LED Bulb RGB,Negative,"kualitas bahan buruk, baterai bocor, tombol tidak responsif, cepat panas, warna tidak sesuai, tidak direkomendasikan || tidak menyala, baterai bocor, barang rusak saat datang, lambat merespon || mudah rusak, baterai bocor, lambat merespon, barang rusak saat datang",Electronics,"Smart LED Bulb RGB mengalami beberapa kendala seperti kualitas bahan buruk, baterai bocor, tombol tidak responsif, cepat panas, dan warna tidak sesuai. Hal ini membuat produk kurang direkomendasikan untuk pemakaian jangka panjang."
Power Bank 20000mAh,Negative,"kualitas bahan buruk, tidak direkomendasikan, tombol tidak responsif, lambat merespon, tidak menyala, mudah rusak || cepat panas, kualitas bahan buruk, mudah rusak, lambat merespon, tidak menyala, tidak sesuai deskripsi || baterai bocor, tidak sesuai deskripsi, kualitas bahan buruk, cepat panas || tidak direkomendasikan, baterai bocor, tombol tidak responsif, kabel tidak berfungsi, mudah rusak, cepat panas",Phones and Tablets,"Power Bank 20000mAh mengalami beberapa kendala seperti kualitas bahan buruk, tidak direkomendasikan, tombol tidak responsif, lambat merespon, dan tidak menyala. Hal ini membuat produk kurang direkomendasikan untuk pemakaian jangka panjang."
Juicer Mini Rechargeable,Positive,"baterai tahan lama, sangat direkomendasikan, mudah digunakan || respon cepat, warna sesuai foto, angin kencang || pengiriman cepat, bahan kokoh, sangat direkomendasikan, respon cepat, baterai tahan lama, desain lucu || warna sesuai foto, sangat direkomendasikan, mudah digunakan, respon cepat",Kitchen,"Juicer Mini Rechargeable memiliki fitur seperti baterai tahan lama, sangat direkomendasikan, mudah digunakan, respon cepat, dan warna sesuai foto. Produk ini cocok digunakan untuk kebutuhan harian dan memberikan pengalaman yang memuaskan."
Gaming Chair Recliner,Negative,"mudah rusak, tidak menyala, tombol tidak responsif || lambat merespon, barang rusak saat datang, warna tidak sesuai, cepat panas || baterai bocor, tidak sesuai deskripsi, barang rusak saat datang, cepat panas, tidak direkomendasikan",Gaming,"Gaming Chair Recliner mengalami beberapa kendala seperti mudah rusak, tidak menyala, tombol tidak responsif, lambat merespon, dan barang rusak saat datang. Hal ini membuat produk kurang direkomendasikan untuk pemakaian jangka panjang."
Tablet Stand Foldable,Negative,"kualitas bahan buruk, tombol tidak responsif, tidak menyala, lambat merespon, baterai bocor || tidak sesuai deskripsi, kualitas bahan buruk, mudah rusak, tidak menyala, tidak direkomendasikan || tidak sesuai deskripsi, kualitas bahan buruk, lambat merespon, kabel tidak berfungsi, warna tidak sesuai, tombol tidak responsif || kabel tidak berfungsi, tombol tidak responsif, tidak menyala, barang rusak saat datang || baterai bocor, tombol tidak responsif, tidak sesuai deskripsi, tidak menyala",Phones and Tablets,"Tablet Stand Foldable mengalami beberapa kendala seperti kualitas bahan buruk, tombol tidak responsif, tidak menyala, lambat merespon, dan baterai bocor. Hal ini membuat produk kurang direkomendasikan untuk pemakaian jangka panjang."
Wireless Mouse Rechargeable,Negative,"kualitas bahan buruk, barang rusak saat datang, kabel tidak berfungsi, tidak menyala, warna tidak sesuai || mudah rusak, kualitas bahan buruk, tidak sesuai deskripsi, baterai bocor, kabel tidak berfungsi || cepat panas, kabel tidak berfungsi, warna tidak sesuai, baterai bocor, tidak sesuai deskripsi, kualitas bahan buruk || lambat merespon, barang rusak saat datang, warna tidak sesuai, mudah rusak || kualitas bahan buruk, tidak direkomendasikan, tidak sesuai deskripsi, baterai bocor, warna tidak sesuai, tidak menyala",Computers and Laptops,"Wireless Mouse Rechargeable mengalami beberapa kendala seperti kualitas bahan buruk, barang rusak saat datang, kabel tidak berfungsi, tidak menyala, dan warna tidak sesuai. Hal ini membuat produk kurang direkomendasikan untuk pemakaian jangka panjang."
Gamepad Wireless Controller,Negative,"cepat panas, tidak direkomendasikan, mudah rusak, warna tidak sesuai, tombol tidak responsif || warna tidak sesuai, mudah rusak, cepat panas || lambat merespon, baterai bocor, kabel tidak berfungsi, tidak sesuai deskripsi || barang rusak saat datang, kualitas bahan buruk, lambat merespon, kabel tidak berfungsi, tombol tidak responsif || tidak direkomendasikan, cepat panas, tidak menyala",Gaming,"Gamepad Wireless Controller mengalami beberapa kendala seperti cepat panas, tidak direkomendasikan, mudah rusak, warna tidak sesuai, dan tombol tidak responsif. Hal ini membuat produk kurang direkomendasikan untuk pemakaian jangka panjang."
Mechanical Switch Tester,Negative,"tombol tidak responsif, kualitas bahan buruk, warna tidak sesuai, kabel tidak berfungsi, baterai bocor || barang rusak saat datang, kabel tidak berfungsi, mudah rusak, tombol tidak responsif, tidak direkomendasikan || lambat merespon, cepat panas, baterai bocor, kabel tidak berfungsi, tidak direkomendasikan || tidak direkomendasikan, tombol tidak responsif, barang rusak saat datang || tombol tidak responsif, kabel tidak berfungsi, tidak direkomendasikan, barang rusak saat datang, lambat merespon, tidak menyala",Gaming,"Mechanical Switch Tester mengalami beberapa kendala seperti tombol tidak responsif, kualitas bahan buruk, warna tidak sesuai, kabel tidak berfungsi, dan baterai bocor. Hal ini membuat produk kurang direkomendasikan untuk pemakaian jangka panjang."
Electric Rice Cooker 2L,Negative,"tidak direkomendasikan, warna tidak sesuai, tidak sesuai deskripsi, baterai bocor, kabel tidak berfungsi, tidak menyala || tidak direkomendasikan, warna tidak sesuai, cepat panas || tombol tidak responsif, tidak menyala, kabel tidak berfungsi, kualitas bahan buruk, barang rusak saat datang, lambat merespon || kualitas bahan buruk, tidak sesuai deskripsi, lambat merespon, baterai bocor, mudah rusak || baterai bocor, kabel tidak berfungsi, cepat panas, kualitas bahan buruk, barang rusak saat datang",Kitchen,"Electric Rice Cooker 2L mengalami beberapa kendala seperti tidak direkomendasikan, warna tidak sesuai, tidak sesuai deskripsi, baterai bocor, dan kabel tidak berfungsi. Hal ini membuat produk kurang direkomendasikan untuk pemakaian jangka panjang."
Portable Coffee Grinder,Positive,"pengiriman cepat, respon cepat, desain lucu, angin kencang, bahan kokoh || desain lucu, sangat direkomendasikan, mudah digunakan, baterai tahan lama || baterai tahan lama, pengiriman cepat, respon cepat",Kitchen,"Portable Coffee Grinder memiliki fitur seperti pengiriman cepat, respon cepat, desain lucu, angin kencang, dan bahan kokoh. Produk ini cocok digunakan untuk kebutuhan harian dan memberikan pengalaman yang memuaskan."
RGB Gaming Mousepad,Negative,"tombol tidak responsif, tidak sesuai deskripsi, baterai bocor, kabel tidak berfungsi, cepat panas, lambat merespon || kabel tidak berfungsi, warna tidak sesuai, kualitas bahan buruk, baterai bocor, lambat merespon, tidak direkomendasikan || tidak direkomendasikan, kualitas bahan buruk, baterai bocor || cepat panas, barang rusak saat datang, lambat merespon, tombol tidak responsif, tidak direkomendasikan, kualitas bahan buruk",Gaming,"RGB Gaming Mousepad mengalami beberapa kendala seperti tombol tidak responsif, tidak sesuai deskripsi, baterai bocor, kabel tidak berfungsi, dan cepat panas. Hal ini membuat produk kurang direkomendasikan untuk pemakaian jangka panjang."
Portable Coffee Grinder,Positive,"ringan dibawa, bahan kokoh, mudah digunakan, angin kencang || pengiriman cepat, warna sesuai foto, bahan kokoh, fungsi berjalan dengan baik, desain lucu || ringan dibawa, kualitas sesuai harga, desain lucu, pengiriman cepat",Kitchen,"Portable Coffee Grinder memiliki fitur seperti ringan dibawa, bahan kokoh, mudah digunakan, angin kencang, dan pengiriman cepat. Produk ini cocok digunakan untuk kebutuhan harian dan memberikan pengalaman yang memuaskan."
Magnetic Wireless Charger,Negative,"kabel tidak berfungsi, tidak menyala, barang rusak saat datang, warna tidak sesuai || tidak sesuai deskripsi, lambat merespon, mudah rusak || kualitas bahan buruk, tombol tidak responsif, cepat panas, tidak sesuai deskripsi",Phones and Tablets,"Magnetic Wireless Charger mengalami beberapa kendala seperti kabel tidak berfungsi, tidak menyala, barang rusak saat datang, warna tidak sesuai, dan tidak sesuai deskripsi. Hal ini membuat produk kurang direkomendasikan untuk pemakaian jangka panjang."
USB Hub 4 Port 3.0,Positive,"angin kencang, fungsi berjalan dengan baik, mudah digunakan || desain lucu, ringan dibawa, fungsi berjalan dengan baik || kualitas sesuai harga, sangat direkomendasikan, pengiriman cepat, angin kencang || mudah digunakan, bahan kokoh, fungsi berjalan dengan baik",Computers and Laptops,"USB Hub 4 Port 3.0 memiliki fitur seperti angin kencang, fungsi berjalan dengan baik, mudah digunakan, desain lucu, dan ringan dibawa. Produk ini cocok digunakan untuk kebutuhan harian dan memberikan pengalaman yang memuaskan."
Smart Rice Cooker 3L,Positive,"warna sesuai foto, mudah digunakan, desain lucu, respon cepat, bahan kokoh || pengiriman cepat, angin kencang, respon cepat, sangat direkomendasikan, mudah digunakan || desain lucu, angin kencang, pengiriman cepat",Kitchen,"Smart Rice Cooker 3L memiliki fitur seperti warna sesuai foto, mudah digunakan, desain lucu, respon cepat, dan bahan kokoh. Produk ini cocok digunakan untuk kebutuhan harian dan memberikan pengalaman yang memuaskan."
Gamepad Wireless Controller,Positive,"kualitas sesuai harga, angin kencang, mudah digunakan || ringan dibawa, warna sesuai foto, mudah digunakan || respon cepat, sangat direkomendasikan, baterai tahan lama, pengiriman cepat, warna sesuai foto",Gaming,"Gamepad Wireless Controller memiliki fitur seperti kualitas sesuai harga, angin kencang, mudah digunakan, ringan dibawa, dan warna sesuai foto. Produk ini cocok digunakan untuk kebutuhan harian dan memberikan pengalaman yang memuaskan."
Power Bank 20000mAh,Positive,"mudah digunakan, pengiriman cepat, baterai tahan lama || angin kencang, fungsi berjalan dengan baik, sangat direkomendasikan, bahan kokoh, desain lucu || baterai tahan lama, mudah digunakan, warna sesuai foto, angin kencang, pengiriman cepat",Phones and Tablets,"Power Bank 20000mAh memiliki fitur seperti mudah digunakan, pengiriman cepat, baterai tahan lama, angin kencang, dan fungsi berjalan dengan baik. Produk ini cocok digunakan untuk kebutuhan harian dan memberikan pengalaman yang memuaskan."
Laptop Cooling Pad RGB,Positive,"fungsi berjalan dengan baik, warna sesuai foto, ringan dibawa || angin kencang, desain lucu, sangat direkomendasikan || sangat direkomendasikan, warna sesuai foto, ringan dibawa, desain lucu, fungsi berjalan dengan baik || desain lucu, sangat direkomendasikan, ringan dibawa, mudah digunakan, fungsi berjalan dengan baik",Gaming,"Laptop Cooling Pad RGB memiliki fitur seperti fungsi berjalan dengan baik, warna sesuai foto, ringan dibawa, angin kencang, dan desain lucu. Produk ini cocok digunakan untuk kebutuhan harian dan memberikan pengalaman yang memuaskan."
RGB Gaming Mousepad,Positive,"sangat direkomendasikan, mudah digunakan, respon cepat || pengiriman cepat, warna sesuai foto, desain lucu, sangat direkomendasikan || warna sesuai foto, sangat direkomendasikan, respon cepat, pengiriman cepat, bahan kokoh || baterai tahan lama, sangat direkomendasikan, angin kencang || bahan kokoh, desain lucu, ringan dibawa",Gaming,"RGB Gaming Mousepad memiliki fitur seperti sangat direkomendasikan, mudah digunakan, respon cepat, pengiriman cepat, dan warna sesuai foto. Produk ini cocok digunakan untuk kebutuhan harian dan memberikan pengalaman yang memuaskan."
Juicer Mini Rechargeable,Positive,"respon cepat, angin kencang, mudah digunakan || mudah digunakan, baterai tahan lama, warna sesuai foto, fungsi berjalan dengan baik, bahan kokoh || angin kencang, respon cepat, bahan kokoh",Kitchen,"Juicer Mini Rechargeable memiliki fitur seperti respon cepat, angin kencang, mudah digunakan, baterai tahan lama, dan warna sesuai foto. Produk ini cocok digunakan untuk kebutuhan harian dan memberikan pengalaman yang memuaskan."
USB Rechargeable Fan,Negative,"kabel tidak berfungsi, tombol tidak responsif, kualitas bahan buruk, tidak direkomendasikan || kabel tidak berfungsi, tidak sesuai deskripsi, cepat panas, baterai bocor, kualitas bahan buruk, tombol tidak responsif || cepat panas, warna tidak sesuai, lambat merespon || kualitas bahan buruk, tidak sesuai deskripsi, lambat merespon",Electronics,"USB Rechargeable Fan mengalami beberapa kendala seperti kabel tidak berfungsi, tombol tidak responsif, kualitas bahan buruk, tidak direkomendasikan, dan tidak sesuai deskripsi. Hal ini membuat produk kurang direkomendasikan untuk pemakaian jangka panjang."
Portable Laptop Stand,Positive,"fungsi berjalan dengan baik, baterai tahan lama, ringan dibawa, bahan kokoh, pengiriman cepat, respon cepat || ringan dibawa, desain lucu, pengiriman cepat, kualitas sesuai harga, respon cepat, baterai tahan lama || angin kencang, baterai tahan lama, respon cepat, desain lucu, mudah digunakan, kualitas sesuai harga",Computers and Laptops,"Portable Laptop Stand memiliki fitur seperti fungsi berjalan dengan baik, baterai tahan lama, ringan dibawa, bahan kokoh, dan pengiriman cepat. Produk ini cocok digunakan untuk kebutuhan harian dan memberikan pengalaman yang memuaskan."
